player_id,team_id,league_id,position,role,fielding_ratings_infield_range,fielding_ratings_infield_arm,fielding_ratings_turn_doubleplay,fielding_ratings_outfield_range,fielding_ratings_outfield_arm,fielding_ratings_catcher_arm,fielding_ratings_catcher_ability,fielding_ratings_catcher_framing,fielding_ratings_infield_error,fielding_ratings_outfield_error,fielding_experience0,fielding_experience1,fielding_experience2,fielding_experience3,fielding_experience4,fielding_experience5,fielding_experience6,fielding_experience7,fielding_experience8,fielding_experience9,fielding_rating_pos1,fielding_rating_pos2,fielding_rating_pos3,fielding_rating_pos4,fielding_rating_pos5,fielding_rating_pos6,fielding_rating_pos7,fielding_rating_pos8,fielding_rating_pos9,fielding_rating_pos1_pot,fielding_rating_pos2_pot,fielding_rating_pos3_pot,fielding_rating_pos4_pot,fielding_rating_pos5_pot,fielding_rating_pos6_pot,fielding_rating_pos7_pot,fielding_rating_pos8_pot,fielding_rating_pos9_pot
16,145,204,3,0,40,25,25,30,20,20,20,20,25,25,0,0,0,174,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,50,0,40,0,0,0,0,0,0
17,116,203,5,0,45,45,55,40,40,20,20,25,45,35,0,0,0,0,174,142,0,0,0,0,0,0,0,40,30,0,0,0,0,75,0,55,45,35,30,35,0,30
18,173,205,5,0,35,70,30,30,40,25,20,25,30,35,0,0,0,0,0,120,0,0,0,0,0,0,0,0,25,0,0,0,0,55,0,40,0,30,0,25,0,0
19,3,200,9,0,55,45,50,45,35,20,20,20,60,50,0,0,0,89,166,200,196,0,0,163,0,0,45,45,45,40,0,0,30,85,0,70,50,45,40,45,0,35
20,3,200,6,0,70,65,80,30,65,20,20,20,70,60,0,0,0,0,0,55,197,0,0,0,0,0,0,0,35,75,0,0,0,105,0,85,85,75,75,30,0,0
21,41,201,4,0,55,30,55,35,25,20,20,20,60,50,0,0,0,16,200,0,180,0,0,0,0,0,25,55,0,35,0,0,0,85,0,60,55,30,35,25,0,0
22,3,200,7,0,30,35,25,50,45,25,20,20,30,80,0,0,0,0,0,0,0,200,0,170,0,0,0,0,0,0,55,0,45,45,0,40,0,0,0,55,30,50
23,41,201,8,0,40,25,35,45,45,20,20,20,35,60,0,0,0,142,0,0,0,171,200,189,0,0,40,0,0,0,45,25,40,60,0,50,25,0,0,50,25,40
24,87,202,7,0,30,55,30,60,65,20,20,20,35,35,0,0,0,0,0,0,0,148,0,200,0,0,0,0,0,0,55,0,60,55,0,45,0,30,0,65,45,60
25,3,200,3,0,25,35,20,40,50,20,20,20,25,60,0,0,0,191,0,0,0,200,0,131,0,0,30,0,0,0,45,0,30,35,0,30,0,0,0,45,0,40
26,66,202,7,0,30,35,30,40,50,20,20,20,35,55,0,0,0,196,0,0,0,200,0,143,0,0,35,0,0,0,45,0,35,50,0,35,0,0,0,45,0,40
27,87,202,2,0,30,35,25,30,55,65,45,45,30,30,0,0,200,127,0,0,0,0,0,0,0,45,30,0,0,0,0,0,0,45,45,35,0,0,0,30,0,30
28,87,202,4,0,70,60,60,30,65,20,20,20,45,40,0,0,0,0,151,14,199,0,0,0,0,0,0,55,20,55,0,0,0,90,0,70,65,55,55,35,0,35
29,87,202,3,0,30,25,25,25,20,20,25,25,40,30,0,0,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,50,0,45,0,0,0,0,0,0
30,87,202,9,0,30,35,20,45,45,20,20,20,30,50,0,0,0,0,0,0,0,45,0,200,0,0,0,0,0,0,25,0,35,40,0,35,0,0,0,45,0,35
31,41,201,3,0,25,35,30,45,35,20,20,20,30,40,0,0,0,135,0,0,0,131,199,178,0,0,30,0,0,0,35,0,30,40,0,35,0,0,0,45,0,35
32,87,202,8,0,35,30,45,55,55,20,20,20,45,35,0,0,0,0,0,0,0,109,200,67,0,0,0,0,0,0,40,35,30,65,0,50,30,0,0,60,35,50
33,87,202,2,0,30,35,20,30,30,40,55,35,30,35,0,0,200,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,40,35,35,0,0,0,20,0,0
34,87,202,8,0,35,35,45,50,35,20,20,20,40,45,0,0,0,0,0,0,0,174,200,57,0,0,0,0,0,0,40,25,25,60,0,50,25,0,0,45,25,35
35,0,0,1,11,30,45,20,35,40,20,20,20,25,25,0,200,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,40,0,35,0,0,0,30,0,0
36,87,202,1,11,35,50,20,45,30,20,25,20,25,50,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,0,40,0,0,0,45,0,30
37,87,202,1,12,30,55,30,45,35,20,25,20,30,20,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,40,0,0,0,30,0,20
38,87,202,1,12,30,55,20,35,25,20,20,20,35,30,0,200,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,55,0,35,0,0,0,25,0,0
39,87,202,1,12,30,45,20,30,35,20,20,20,40,35,0,200,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,55,0,50,0,0,0,25,0,0
40,116,203,1,12,30,50,20,55,20,20,25,25,30,35,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,40,0,0,0,50,30,30
41,0,0,1,12,25,40,20,25,40,20,20,25,25,40,0,200,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,35,0,35,0,0,0,0,0,0
42,0,0,1,12,35,50,25,30,30,20,20,20,35,30,0,200,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,55,0,45,0,25,0,20,0,0
43,145,204,1,12,40,60,25,35,35,20,25,20,35,25,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,65,0,55,0,35,0,25,0,0
44,0,0,1,12,30,45,20,25,35,20,20,20,30,30,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,0,35,0,0,0,0,0,0
45,87,202,1,11,35,35,20,40,25,20,20,20,25,30,0,200,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,40,0,35,0,0,0,30,0,0
46,0,0,1,12,30,40,45,25,30,20,20,20,30,35,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,40,0,0,0,0,0,0
47,87,202,1,12,30,60,20,60,35,20,20,20,30,35,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,45,0,0,0,60,40,45
48,174,205,1,11,30,50,25,20,30,20,20,20,30,30,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,0,35,0,0,0,0,0,0
49,15,200,1,11,35,55,25,40,40,20,20,20,40,35,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,65,0,45,0,30,0,35,0,30
50,74,202,1,11,30,45,25,45,30,20,20,20,30,25,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,40,0,0,0,35,0,20
51,15,200,1,11,30,40,25,25,35,20,20,20,35,55,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,45,0,0,0,0,0,0
52,15,200,1,12,30,60,20,30,30,20,20,20,25,25,0,200,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,40,0,35,0,0,0,20,0,0
53,15,200,1,12,35,45,30,40,40,20,20,20,35,25,0,200,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,55,0,45,0,25,0,30,0,0
54,15,200,1,13,35,50,40,25,45,20,20,20,30,35,0,200,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,55,0,45,0,25,0,0,0,0
55,74,202,1,12,35,40,20,25,70,20,20,20,30,25,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,45,0,0,0,0,0,0
56,35,201,1,12,35,40,30,35,40,25,25,20,30,35,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,45,0,0,0,30,0,25
57,0,0,1,12,35,50,25,45,25,20,25,20,35,45,0,200,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,50,0,25,0,40,0,25
58,35,201,1,11,30,45,25,35,35,20,20,20,30,30,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,0,40,0,0,0,30,0,20
59,15,200,1,12,30,50,20,30,30,20,20,20,35,40,0,200,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,55,0,45,0,0,0,25,0,0
60,0,0,1,12,35,45,40,35,25,25,20,20,25,45,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,45,0,0,0,25,0,0
61,15,200,2,0,35,55,30,35,35,65,35,50,30,30,0,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,55,45,45,0,30,0,30,0,0
62,2,200,2,0,30,35,30,25,25,35,65,45,30,30,0,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,45,45,35,0,0,0,0,0,0
63,15,200,3,0,30,35,20,20,25,25,20,25,50,40,0,0,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,65,0,50,0,0,0,0,0,0
64,74,202,4,0,40,35,40,35,30,20,20,20,40,35,0,0,0,0,200,0,0,0,0,0,0,0,0,30,0,0,0,0,0,65,0,55,30,0,0,25,0,0
65,35,201,5,0,50,70,45,30,70,20,20,20,40,55,0,0,0,0,0,200,40,0,0,0,0,0,0,0,50,25,0,0,0,75,0,70,45,50,40,40,0,40
66,174,205,6,0,45,45,40,40,40,20,20,20,40,40,0,0,0,0,118,116,120,0,0,0,0,0,0,30,25,25,0,0,0,70,0,55,35,35,25,35,0,30
67,74,202,4,0,40,45,45,25,45,20,20,20,40,40,0,0,0,0,67,59,196,0,0,0,0,0,0,25,25,0,0,0,0,70,0,55,35,30,0,0,0,0
68,98,203,4,0,65,30,45,40,35,20,20,20,35,45,0,0,0,0,194,0,0,0,0,0,0,0,0,50,0,0,0,0,0,75,0,55,50,20,30,40,0,30
69,98,203,7,0,25,30,20,40,35,20,20,20,30,35,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,30,0,0,35,0,35,0,0,0,35,0,25
70,74,202,8,0,50,40,50,65,40,20,20,20,45,45,0,0,0,0,0,0,0,105,200,34,0,0,0,0,0,0,45,50,25,75,0,60,45,35,35,65,50,55
71,0,0,7,0,25,30,20,55,55,20,20,20,30,55,0,0,0,0,0,0,0,135,55,199,0,0,0,0,0,0,50,25,55,35,0,30,0,0,0,60,40,55
72,15,200,7,0,35,35,20,60,45,25,20,20,30,50,0,0,0,0,0,0,0,200,147,166,0,0,0,0,0,0,65,40,50,50,0,40,0,0,0,65,50,55
73,15,200,3,0,30,25,20,45,40,20,20,20,30,60,0,0,0,200,0,0,0,199,0,124,0,0,40,0,0,0,50,0,35,40,0,40,0,0,0,50,20,40
74,74,202,3,0,35,20,20,30,25,25,20,20,45,25,0,0,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,60,0,50,0,0,0,0,0,0
75,74,202,5,0,50,40,30,60,55,20,20,20,35,35,0,0,0,0,0,200,0,0,0,51,0,0,0,0,25,0,0,0,30,70,0,55,30,25,20,60,45,55
76,74,202,9,0,25,45,20,45,60,20,20,20,20,45,0,0,0,0,0,0,0,41,0,200,0,0,0,0,0,0,25,0,45,30,0,25,0,0,0,45,0,45
77,74,202,4,0,55,50,40,20,30,25,20,20,50,35,0,0,0,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,80,0,65,50,45,40,0,0,0
78,74,202,2,0,25,30,20,30,45,50,50,70,25,25,0,0,200,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,30,55,25,0,0,0,20,0,0
79,74,202,7,0,30,35,35,45,45,20,25,20,40,40,0,0,0,80,0,0,0,200,0,158,0,0,30,0,0,0,45,0,35,55,0,45,0,0,0,45,0,35
80,74,202,3,0,55,60,20,45,70,20,20,20,30,40,0,0,0,171,0,0,0,168,193,123,0,0,50,0,0,0,45,20,40,70,0,55,0,0,0,50,20,50
81,74,202,9,0,30,25,25,50,50,20,20,25,25,85,0,0,0,0,0,0,0,197,107,63,0,0,0,0,0,0,55,30,30,35,0,35,0,0,0,60,35,50
82,74,202,1,12,30,40,25,35,35,20,20,20,35,35,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,40,0,0,0,30,0,0
83,74,202,1,12,35,55,30,30,35,20,25,20,35,35,0,200,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,45,0,30,0,25,0,0
84,74,202,1,11,30,55,20,30,35,20,20,20,25,40,0,200,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,40,0,35,0,0,0,25,0,0
85,74,202,1,11,30,65,20,30,40,20,20,20,30,30,0,200,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,55,0,45,0,30,0,25,0,0
86,98,203,1,12,35,35,20,55,35,20,20,20,25,35,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,0,45,0,0,0,50,35,45
87,79,202,1,12,30,50,35,35,30,25,20,20,30,25,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,40,0,20,0,20,0,0
88,74,202,1,12,30,50,25,30,25,20,20,20,45,30,0,200,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,45,0,20,0,20,0,0
89,98,203,1,12,35,50,20,35,35,20,25,20,35,25,0,200,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,50,0,0,0,20,0,0
90,74,202,1,12,35,45,35,35,35,20,25,20,30,35,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,45,0,0,0,30,0,20
91,0,0,1,12,35,45,25,40,35,20,20,25,25,35,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,0,40,0,0,0,35,0,20
92,74,202,1,12,30,40,35,30,30,25,20,20,40,25,0,200,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,55,0,40,0,0,0,25,0,0
93,0,0,1,12,30,35,40,30,30,20,20,25,35,30,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,40,0,0,0,25,0,0
94,98,203,1,12,30,50,25,40,30,20,20,25,35,35,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,35,0,0,0,35,0,20
95,69,202,1,11,30,55,25,30,35,20,20,20,35,30,0,200,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,55,0,45,0,25,0,25,0,0
96,13,200,1,11,35,45,25,40,35,20,20,20,30,35,0,200,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,55,0,40,0,20,0,40,0,30
97,13,200,1,11,30,45,20,30,35,20,20,25,40,35,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,40,0,0,0,25,0,0
98,0,0,1,12,30,45,25,40,35,20,20,25,35,30,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,40,0,0,0,35,0,25
99,32,201,1,12,30,55,20,35,40,20,20,20,20,55,0,200,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,40,0,30,0,0,0,30,0,25
100,13,200,1,12,30,50,30,30,55,25,20,20,25,35,0,200,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,40,0,35,0,0,0,30,0,0
101,13,200,1,11,25,35,20,35,35,20,20,20,40,20,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,0,45,0,0,0,20,0,0
102,69,202,1,13,30,45,20,30,25,20,20,25,35,40,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,40,0,0,0,20,0,0
103,13,200,1,13,35,55,20,30,30,20,20,20,35,35,0,200,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,50,0,0,0,20,0,0
104,0,0,1,12,35,65,30,35,40,20,20,25,30,25,0,200,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,55,0,45,0,35,0,25,0,0
105,69,202,1,12,35,50,30,40,30,20,25,25,25,35,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,0,40,0,0,0,35,0,20
106,69,202,1,12,35,55,40,30,25,20,20,20,30,30,0,200,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,55,0,45,0,25,0,0,0,0
107,13,200,1,12,30,50,30,25,40,20,20,20,30,50,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0
108,32,201,2,0,35,35,35,30,30,40,55,55,40,50,0,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,65,45,55,25,0,0,25,0,0
109,13,200,2,0,35,60,25,35,55,40,65,45,30,55,0,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,55,45,40,0,25,0,40,0,35
110,124,204,3,0,40,35,20,20,30,20,20,20,35,35,0,0,0,164,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,60,0,55,0,0,0,0,0,0
111,13,200,4,0,50,40,70,55,30,20,20,20,60,60,0,0,0,150,200,0,60,0,0,0,0,0,55,55,0,25,0,0,0,85,0,70,55,45,45,55,35,40
112,69,202,5,0,45,40,25,35,60,20,20,20,35,45,0,0,0,0,0,195,0,0,0,0,0,0,0,0,25,0,0,0,0,65,0,55,25,25,0,40,0,35
113,13,200,6,0,75,60,60,45,55,20,20,20,70,45,0,0,0,0,152,157,200,0,0,0,0,0,0,65,60,65,0,0,0,105,0,75,80,70,65,45,0,40
114,69,202,5,0,35,45,25,30,40,20,20,20,50,60,0,0,0,0,0,200,0,0,0,0,0,0,0,0,30,0,0,0,0,70,0,55,20,30,0,30,0,0
115,32,201,4,0,65,60,60,60,55,25,20,20,40,60,0,0,0,0,163,134,197,0,196,0,0,0,0,50,40,50,0,45,0,85,0,65,60,50,50,65,45,60
116,32,201,7,0,25,35,20,45,45,25,20,20,25,40,0,0,0,0,0,0,0,174,0,124,0,0,0,0,0,0,40,0,30,35,0,35,0,0,0,45,0,40
117,13,200,7,0,55,45,50,60,50,20,20,20,50,70,0,0,0,0,154,0,121,164,178,152,0,0,0,45,0,30,60,50,50,80,0,75,50,40,40,70,50,65
118,69,202,7,0,40,50,30,60,35,25,20,20,35,40,0,0,0,154,0,0,0,123,152,200,0,0,45,0,0,0,45,35,45,60,0,50,20,30,0,60,40,45
119,162,205,7,0,30,25,30,40,40,20,20,20,25,35,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,30,0,0,40,0,35,0,0,0,40,0,30
120,13,200,7,0,35,25,30,45,40,20,20,20,35,50,0,0,0,9,0,0,0,200,0,104,0,0,20,0,0,0,45,0,30,50,0,50,0,0,0,45,0,40
121,0,0,7,0,35,40,20,50,50,20,20,20,30,35,0,0,0,0,0,0,0,48,0,200,0,0,0,0,0,0,25,0,45,50,0,40,0,0,0,50,30,45
122,76,202,7,0,35,25,50,45,35,20,20,20,30,60,0,0,0,0,0,0,0,76,199,141,0,0,0,0,0,0,30,25,30,50,0,45,0,0,0,45,25,35
123,69,202,6,0,75,40,65,65,35,20,20,20,60,55,0,0,0,0,187,139,200,198,0,0,0,0,0,75,45,60,70,0,0,100,0,75,75,55,60,70,55,55
124,32,201,7,0,30,25,20,40,30,20,25,20,30,60,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,35,0,0,40,0,35,0,0,0,35,0,20
125,69,202,7,0,50,30,20,45,35,20,20,20,30,55,0,0,0,0,0,0,0,70,198,32,0,0,0,0,0,0,30,0,20,65,0,50,0,0,0,45,0,35
126,32,201,4,0,60,30,40,35,25,20,20,20,50,60,0,0,0,0,199,0,0,0,0,0,0,0,0,50,0,0,0,0,0,85,0,65,50,25,35,30,0,0
127,69,202,4,0,40,40,60,30,40,20,20,20,65,35,0,0,0,0,82,0,199,0,0,0,0,0,0,30,0,30,0,0,0,80,0,60,45,40,30,30,0,20
128,0,0,7,0,25,30,25,45,45,20,20,20,25,60,0,0,0,0,0,0,0,200,0,104,0,0,0,0,0,0,45,0,30,35,0,35,0,0,0,45,0,40
129,124,204,10,0,35,60,30,20,35,20,20,25,35,35,0,195,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,50,0,30,0,0,0,0
130,0,0,1,12,30,45,40,40,35,20,20,20,30,40,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,0,40,0,0,0,35,0,25
131,0,0,1,12,35,55,25,40,30,20,20,20,25,30,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,40,0,0,0,35,0,20
132,0,0,1,12,35,50,25,40,25,20,20,20,35,40,0,200,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,55,0,40,0,25,0,30,0,0
133,0,0,1,12,45,50,30,35,30,20,20,20,25,35,0,200,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,50,0,0,0,30,0,0
134,69,202,1,12,30,45,30,40,45,25,20,20,30,30,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,0,40,0,0,0,35,0,30
135,0,0,1,12,35,55,30,25,35,20,25,20,35,25,0,200,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,50,20,30,0,0,0,0
136,0,0,1,12,35,50,30,35,35,20,20,20,20,25,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,0,45,0,0,0,25,0,0
137,69,202,1,12,30,50,25,25,30,20,20,20,35,35,0,200,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,55,0,45,0,20,0,0,0,0
138,69,202,1,12,30,50,25,30,35,20,20,20,25,35,0,200,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,40,0,35,0,0,0,25,0,0
139,0,0,1,12,35,45,20,40,30,20,20,25,35,25,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,45,0,0,0,30,0,0
140,32,201,1,12,30,65,25,35,25,20,20,20,35,25,0,200,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,45,0,35,0,20,0,0
141,69,202,1,12,30,45,30,35,25,20,20,20,40,35,0,200,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,45,0,25,0,25,0,0
142,11,200,1,12,30,40,20,35,30,20,20,25,30,30,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,0,35,0,0,0,30,0,0
143,11,200,1,11,35,50,40,30,30,20,20,20,35,35,0,200,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,40,25,30,0,20,0,0
144,11,200,1,11,30,45,35,35,45,20,25,25,30,35,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,45,0,0,0,35,0,30
145,11,200,1,12,35,60,20,25,30,20,20,20,40,40,0,200,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,50,0,0,0,0,0,0
146,0,0,1,12,35,75,25,40,35,20,20,20,40,30,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,65,0,50,0,40,0,35,0,25
147,52,201,1,12,30,50,20,40,40,20,20,20,25,35,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,0,35,0,0,0,35,0,30
148,11,200,1,11,30,35,20,35,50,20,20,20,35,30,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,0,45,0,0,0,30,0,25
149,79,202,1,12,30,50,25,45,35,25,20,20,25,30,0,200,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,0,40,0,0,0,40,0,30
150,165,205,1,11,35,70,25,30,40,20,25,25,30,50,0,200,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,55,0,45,0,30,0,30,0,20
151,0,0,1,12,30,50,20,40,40,25,25,20,35,35,0,200,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,55,0,40,0,0,0,35,0,30
